station_id,num_bikes_available_mean,mechanical_available,ebike_available,num_docks_available_mean,num_docks_available_max,is_charging_station,status,is_installed,is_renting,is_returning,ttl,checkouts_hour_station,temperature,precipitation,wind_speed,weather_category,day_of_week,hour_of_day,month,checkouts_hour_station_lag1,checkouts_hour_station_lag24,lat,lon,address
89,3.1666666666666665,1.3333333333333333,1.8333333333333333,19.5,22,True,IN_SERVICE,1,1,1,0,3,11.0,0.0,0.0,cloudy,4,6,11,2.0,6.0,41.3871904,2.149131,"C/ ROSSELLÓ,  101"
108,1.9090909090909092,0.2727272727272727,1.6363636363636365,18.09090909090909,19,True,IN_SERVICE,1,1,1,0,5,29.0,0.0,20.5,clear,5,14,9,3.0,6.0,41.4022081,2.1649035,"C / INDÚSTRIA, 10"
123,0.8333333333333334,0.4166666666666667,0.4166666666666667,13.333333333333334,14,True,IN_SERVICE,1,1,1,1,3,2.0,0.0,5.4,clear,5,0,12,6.0,3.0,41.3988184485363,2.166735224916682,"C/ PROVENÇA, 317"
414,12.416666666666666,8.833333333333334,3.5833333333333335,15.333333333333334,18,True,IN_SERVICE,1,1,1,0,6,20.0,0.0,3.6,cloudy,1,9,10,6.0,0.0,41.3937234,2.1764275,"C/ CASP, 67"
108,3.5,0.75,2.75,15.5,18,True,IN_SERVICE,1,1,1,0,8,21.0,7.2,3.6,rain,1,18,10,17.0,11.0,41.4022081,2.1649035,"C / INDÚSTRIA, 10"
319,1.6666666666666667,0.0,1.6666666666666667,19.916666666666668,21,True,IN_SERVICE,1,1,1,0,2,12.0,0.0,6.8,cloudy,6,1,12,4.0,6.0,41.3937414,2.1455022,"C/ SAGUÉS, 1"
42,6.666666666666667,3.5,3.1666666666666665,15.0,22,True,IN_SERVICE,1,1,1,0,10,14.0,0.0,3.6,clear,4,11,1,5.0,5.0,41.404511,2.189881,"C/ CIUTAT DE GRANADA, 168| AV.DIGONAL"
370,6.166666666666667,5.25,0.9166666666666666,23.75,25,True,IN_SERVICE,1,1,1,0,8,28.0,0.0,11.2,clear,5,18,8,5.0,8.0,41.4039698,2.1729061,"C/ SARDENYA, 326"
26,3.75,0.0833333333333333,3.6666666666666665,12.0,14,True,IN_SERVICE,1,1,1,0,5,12.0,0.0,3.6,clear,0,16,12,8.0,8.0,41.4071692,2.1820722,"C/ DOS DE MAIG, 230-232"
76,12.5,0.0,12.5,17.5,22,True,IN_SERVICE,1,1,1,0,11,13.0,0.0,5.4,cloudy,5,22,10,11.0,16.0,41.3917666,2.1532163,"C/ CÒRSEGA, 216"
29,2.5833333333333335,1.0833333333333333,1.5,16.5,20,True,IN_SERVICE,1,1,1,0,2,20.0,0.0,1.8,clear,6,15,11,6.0,3.0,41.401061,2.169941,"C/ PROVENÇA, 388-390"
73,0.6666666666666666,0.0833333333333333,0.5833333333333334,23.5,25,True,IN_SERVICE,1,1,1,0,4,11.0,0.0,11.2,clear,3,17,1,4.0,3.0,41.392135,2.1563542,"C/ ENRIC GRANADOS, 93"
94,9.333333333333334,3.8333333333333335,5.5,35.833333333333336,38,True,IN_SERVICE,1,1,1,0,6,17.0,0.0,3.6,clear,4,8,9,11.0,4.0,41.3757914,2.1499102,"GRAN  VIA DE LES CORTS CATALANES, 375-385"
24,8.166666666666666,4.083333333333333,4.083333333333333,26.666666666666668,30,True,IN_SERVICE,1,1,1,0,10,26.0,0.3,22.3,storm,4,12,9,6.0,6.0,41.4005784,2.1788855,"C/ MARINA, 199"
148,15.333333333333334,6.25,9.083333333333334,10.666666666666666,17,True,IN_SERVICE,1,1,1,0,6,18.0,0.0,9.4,cloudy,4,15,10,11.0,8.0,41.3783467,2.1633139,"RONDA SANT PAU, 79"
84,23.333333333333332,5.0,18.333333333333332,2.6666666666666665,6,True,IN_SERVICE,1,1,1,0,3,17.0,0.0,11.2,clear,4,22,9,5.0,7.0,41.3830299,2.1571646,"C/ DEL COMTE D'URGELL, 75 B"
224,2.75,1.8333333333333333,0.9166666666666666,23.166666666666668,24,True,IN_SERVICE,1,1,1,0,2,17.0,0.0,5.4,clear,3,2,10,1.0,1.0,41.3999967,2.1644531,"C / GIRONA, 176"
89,2.6666666666666665,0.4166666666666667,2.25,21.25,22,True,IN_SERVICE,1,1,1,0,3,22.0,0.0,7.6,clear,5,12,9,3.0,2.0,41.3871904,2.149131,"C/ ROSSELLÓ,  101"
119,8.416666666666666,2.75,5.666666666666667,29.5,37,True,IN_SERVICE,1,1,1,0,7,16.0,0.0,14.8,clear,4,13,11,8.0,6.0,41.3967169,2.1825085,"C/ SARDENYA,  178"
438,2.8333333333333335,0.75,2.0833333333333335,18.5,21,True,IN_SERVICE,1,1,1,0,9,19.0,0.0,3.6,cloudy,1,8,9,5.0,3.0,41.3981669,2.1754896,"C/ NÀPOLS, 183"
414,9.666666666666666,9.666666666666666,0.0,22.333333333333332,23,True,IN_SERVICE,1,1,1,1,1,23.0,0.0,5.4,clear,0,0,8,5.0,4.0,41.3937234,2.1764275,"C/ CASP, 67"
119,5.75,2.75,3.0,30.166666666666668,34,True,IN_SERVICE,1,1,1,0,17,21.0,0.4,14.8,rain,3,14,10,2.0,8.0,41.3967169,2.1825085,"C/ SARDENYA,  178"
390,15.5,14.0,1.5,7.0,9,True,IN_SERVICE,1,1,1,0,5,16.0,0.0,5.4,clear,3,4,10,3.0,5.0,41.3869612,2.1820169,"C/ COMERÇ, 36"
118,24.583333333333332,21.916666666666668,2.6666666666666665,0.4166666666666667,2,True,IN_SERVICE,1,1,1,0,3,14.0,0.0,3.6,cloudy,5,22,11,3.0,3.0,41.39212,2.1874966,"C/ PUJADES,  3"
108,13.0,6.0,7.0,6.083333333333333,10,True,IN_SERVICE,1,1,1,1,4,22.0,0.0,9.4,clear,3,1,8,3.0,1.0,41.4022081,2.1649035,"C / INDÚSTRIA, 10"
371,12.666666666666666,12.083333333333334,0.5833333333333334,19.75,26,True,IN_SERVICE,1,1,1,1,10,22.0,0.0,3.6,clear,3,6,8,13.0,16.0,41.4040525,2.181199,"C/ DELS ENAMORATS, 49"
223,21.75,11.0,10.75,10.125,12,True,IN_SERVICE,1,1,1,0,5,25.0,0.0,9.4,cloudy,2,12,9,9.0,3.0,41.3983444,2.1598243,"C/ DE BONAVISTA, 14"
438,1.9166666666666667,0.0833333333333333,1.8333333333333333,20.833333333333332,23,True,IN_SERVICE,1,1,1,0,13,22.0,0.0,9.4,cloudy,2,17,10,10.0,17.0,41.3981669,2.1754896,"C/ NÀPOLS, 183"
94,11.583333333333334,5.0,6.583333333333333,33.416666666666664,34,True,IN_SERVICE,1,1,1,0,3,10.0,0.0,3.6,cloudy,5,6,11,3.0,5.0,41.3757914,2.1499102,"GRAN  VIA DE LES CORTS CATALANES, 375-385"
61,2.3333333333333335,0.0,2.3333333333333335,13.583333333333334,15,True,IN_SERVICE,1,1,1,0,2,14.0,0.0,3.6,cloudy,6,10,11,3.0,3.0,41.39352,2.166797,"C/ ARAGÓ, 288"
72,0.75,0.0,0.75,24.083333333333332,25,True,IN_SERVICE,1,1,1,0,7,5.0,0.0,5.4,clear,6,19,12,2.0,8.0,41.3927771,2.1586273,"C/ PROVENÇA, 215"
395,15.75,12.166666666666666,3.5833333333333335,16.25,20,True,IN_SERVICE,1,1,1,0,9,19.0,0.0,14.8,cloudy,1,17,10,15.0,11.0,41.3860607,2.1702467,"PL. CATALUNYA, 22"
224,23.083333333333332,4.833333333333333,18.25,1.0,1,True,IN_SERVICE,1,1,1,0,4,25.0,0.0,7.6,cloudy,3,16,8,1.0,12.0,41.3999967,2.1644531,"C / GIRONA, 176"
42,15.583333333333334,11.75,3.8333333333333335,5.416666666666667,10,True,IN_SERVICE,1,1,1,0,11,19.0,0.0,13.0,clear,6,14,11,2.0,22.0,41.404511,2.189881,"C/ CIUTAT DE GRANADA, 168| AV.DIGONAL"
224,1.0,1.0,0.0,24.0,24,True,IN_SERVICE,1,1,1,1,0,22.0,0.0,9.4,clear,3,1,8,5.0,2.0,41.3999967,2.1644531,"C / GIRONA, 176"
84,13.083333333333334,9.583333333333334,3.5,9.916666666666666,12,True,IN_SERVICE,1,1,1,0,5,8.0,0.0,9.4,clear,1,18,12,3.0,9.0,41.3830299,2.1571646,"C/ DEL COMTE D'URGELL, 75 B"
68,4.166666666666667,0.6666666666666666,3.5,15.833333333333334,20,True,IN_SERVICE,1,1,1,0,11,19.0,0.0,5.4,cloudy,5,20,9,12.0,2.0,41.3953894,2.1572953,"RAMBLA CATALUNYA, 133 /  CÒRSEGA"
68,0.0,0.0,0.0,26.0,26,True,IN_SERVICE,1,1,1,0,0,8.0,0.0,2.0,clear,3,3,1,0.0,2.0,41.3953894,2.1572953,"RAMBLA CATALUNYA, 133 /  CÒRSEGA"
510,7.75,2.0,5.75,16.416666666666668,20,True,IN_SERVICE,1,1,1,0,10,16.0,0.0,5.4,cloudy,3,19,10,4.0,11.0,41.3989151,2.1564253,"C/ GRAN DE GRÀCIA, 37"
359,8.538461538461538,5.076923076923077,3.4615384615384617,15.384615384615383,19,True,IN_SERVICE,1,1,1,0,6,19.0,0.0,16.6,clear,5,15,1,6.0,2.0,41.3900544,2.1775594,"C/ MÉNDEZ NÚÑEZ, 16"
362,16.0,5.833333333333333,10.166666666666666,13.833333333333334,27,True,IN_SERVICE,1,1,1,0,3,15.0,0.0,13.0,clear,3,10,12,5.0,9.0,41.396994,2.1706323,"C/ BAILÉN, 100"
224,4.166666666666667,1.3333333333333333,2.8333333333333335,15.833333333333334,17,True,IN_SERVICE,1,1,1,0,4,5.0,0.0,11.2,clear,6,19,12,3.0,4.0,41.3999967,2.1644531,"C / GIRONA, 176"
188,3.8333333333333335,0.75,3.0833333333333335,20.916666666666668,23,True,IN_SERVICE,1,1,1,1,8,21.0,0.0,0.0,clear,2,10,10,9.0,6.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
414,18.333333333333332,16.25,2.0833333333333335,11.666666666666666,13,True,IN_SERVICE,1,1,1,0,0,10.0,0.0,0.0,cloudy,5,5,11,1.0,5.0,41.3937234,2.1764275,"C/ CASP, 67"
229,1.9166666666666667,0.0,1.9166666666666667,20.833333333333332,23,True,IN_SERVICE,1,1,1,0,8,27.0,,16.6,clear,0,17,9,7.0,10.0,41.4050968,2.1569161,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)"
390,16.833333333333332,15.25,1.5833333333333333,6.166666666666667,7,True,IN_SERVICE,1,1,1,0,1,5.0,0.0,1.8,clear,4,0,11,7.0,1.0,41.3869612,2.1820169,"C/ COMERÇ, 36"
390,5.583333333333333,5.5,0.0833333333333333,18.25,21,True,IN_SERVICE,1,1,1,0,7,14.0,0.0,5.4,clear,1,6,10,9.0,4.0,41.3869612,2.1820169,"C/ COMERÇ, 36"
79,0.5833333333333334,0.0,0.5833333333333334,23.416666666666668,24,True,IN_SERVICE,1,1,1,0,1,13.0,0.0,5.4,cloudy,3,1,10,5.0,1.0,41.385503,2.1634768,PL. UNIVERSITAT
42,14.916666666666666,3.0,11.916666666666666,8.416666666666666,16,True,IN_SERVICE,1,1,1,0,4,23.0,0.0,3.6,clear,1,4,8,0.0,8.0,41.404511,2.189881,"C/ CIUTAT DE GRANADA, 168| AV.DIGONAL"
123,4.75,1.0,3.75,15.25,16,True,IN_SERVICE,1,1,1,0,1,6.0,0.0,7.6,cloudy,0,3,12,0.0,2.0,41.3988184485363,2.166735224916682,"C/ PROVENÇA, 317"
72,1.8333333333333333,0.5,1.3333333333333333,22.166666666666668,24,True,IN_SERVICE,1,1,1,1,6,14.0,0.0,1.8,clear,4,16,12,3.0,5.0,41.3927771,2.1586273,"C/ PROVENÇA, 215"
153,7.916666666666667,3.0,4.916666666666667,14.083333333333334,15,True,IN_SERVICE,1,1,1,0,1,9.0,0.0,7.6,cloudy,5,6,1,2.0,4.0,41.4018686,2.20077,"C/ PUJADES, 173/RBLA POBLE NOU"
83,12.416666666666666,2.0,10.416666666666666,9.333333333333334,11,True,IN_SERVICE,1,1,1,0,4,9.0,0.0,5.4,cloudy,5,3,1,1.0,4.0,41.3821658,2.1520645,"C/ CALABRIA, 158"
362,17.583333333333332,16.0,1.5833333333333333,10.0,10,True,IN_SERVICE,1,1,1,1,1,10.0,0.0,5.4,clear,0,1,11,1.0,3.0,41.396994,2.1706323,"C/ BAILÉN, 100"
223,0.3333333333333333,0.1666666666666666,0.1666666666666666,33.666666666666664,34,True,IN_SERVICE,1,1,1,0,3,30.0,0.0,18.4,clear,5,16,8,1.0,5.0,41.3983444,2.1598243,"C/ DE BONAVISTA, 14"
165,17.333333333333332,14.583333333333334,2.75,7.0,10,True,IN_SERVICE,1,1,1,0,6,27.0,0.0,9.4,clear,3,19,8,9.0,7.0,41.3992169,2.2041415,"C/ DEL DOCTOR TRUETA, 222"
80,3.5833333333333335,2.5,1.0833333333333333,11.5,13,True,IN_SERVICE,1,1,1,0,3,24.0,0.0,5.4,clear,3,23,8,7.0,1.0,41.389668,2.1599078,"C/ ENRIC  GRANADOS, 35"
26,1.25,0.3333333333333333,0.9166666666666666,16.0,17,True,IN_SERVICE,1,1,1,0,4,17.0,0.0,1.8,cloudy,0,7,10,8.0,5.0,41.4071692,2.1820722,"C/ DOS DE MAIG, 230-232"
112,11.166666666666666,5.416666666666667,5.75,7.333333333333333,15,True,IN_SERVICE,1,1,1,0,11,11.0,0.0,5.4,clear,0,21,11,14.0,6.0,41.3776721,2.157233,"C/ FLORIDABLANCA, 49"
41,11.0,9.272727272727272,1.7272727272727273,13.0,15,True,IN_SERVICE,1,1,1,0,4,7.0,0.0,7.6,cloudy,2,5,11,12.0,12.0,41.379326,2.189906,PL. POETA BOSCÀ | C/ ATLÀNTIDA
188,13.833333333333334,0.5833333333333334,13.25,9.666666666666666,12,True,IN_SERVICE,1,1,1,0,6,20.0,0.8,1.8,rain,6,12,11,3.0,16.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
76,5.5,5.0,0.5,24.5,27,True,IN_SERVICE,1,1,1,1,5,15.0,0.0,13.0,cloudy,6,14,1,3.0,3.0,41.3917666,2.1532163,"C/ CÒRSEGA, 216"
76,9.416666666666666,8.666666666666666,0.75,19.916666666666668,22,True,IN_SERVICE,1,1,1,0,6,11.0,0.0,7.6,clear,4,2,11,6.0,3.0,41.3917666,2.1532163,"C/ CÒRSEGA, 216"
223,21.416666666666668,1.25,20.166666666666668,11.166666666666666,15,True,IN_SERVICE,1,1,1,1,8,15.0,0.0,5.4,cloudy,3,20,10,7.0,1.0,41.3983444,2.1598243,"C/ DE BONAVISTA, 14"
165,24.666666666666668,23.5,1.1666666666666667,0.9166666666666666,3,True,IN_SERVICE,1,1,1,0,6,23.0,0.0,3.6,cloudy,2,12,10,6.0,9.0,41.3992169,2.2041415,"C/ DEL DOCTOR TRUETA, 222"
84,0.6666666666666666,0.0833333333333333,0.5833333333333334,25.333333333333332,26,True,IN_SERVICE,1,1,1,0,6,15.0,0.0,9.4,clear,5,11,11,5.0,4.0,41.3830299,2.1571646,"C/ DEL COMTE D'URGELL, 75 B"
188,10.416666666666666,2.9166666666666665,7.5,12.5,15,True,IN_SERVICE,1,1,1,0,7,14.0,0.0,14.8,cloudy,1,15,12,13.0,14.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
112,16.333333333333332,4.833333333333333,11.5,2.0,5,True,IN_SERVICE,1,1,1,0,6,16.0,0.0,5.4,clear,5,20,10,3.0,3.0,41.3776721,2.157233,"C/ FLORIDABLANCA, 49"
80,2.4166666666666665,1.4166666666666667,1.0,15.416666666666666,18,True,IN_SERVICE,1,1,1,0,10,15.0,0.0,13.0,clear,3,6,10,10.0,6.0,41.389668,2.1599078,"C/ ENRIC  GRANADOS, 35"
188,10.083333333333334,2.75,7.333333333333333,15.833333333333334,17,True,IN_SERVICE,1,1,1,0,6,9.0,0.0,5.4,cloudy,6,19,12,6.0,8.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
153,6.583333333333333,3.5,3.0833333333333335,15.416666666666666,17,True,IN_SERVICE,1,1,1,0,4,8.0,0.0,0.0,clear,5,10,12,4.0,6.0,41.4018686,2.20077,"C/ PUJADES, 173/RBLA POBLE NOU"
80,4.333333333333333,0.0,4.333333333333333,8.166666666666666,12,True,IN_SERVICE,1,1,1,0,7,2.0,0.0,7.6,clear,5,0,12,9.0,3.0,41.389668,2.1599078,"C/ ENRIC  GRANADOS, 35"
153,13.666666666666666,9.0,4.666666666666667,5.416666666666667,8,True,IN_SERVICE,1,1,1,0,8,28.0,0.0,5.4,clear,1,10,8,7.0,4.0,41.4018686,2.20077,"C/ PUJADES, 173/RBLA POBLE NOU"
362,7.416666666666667,5.166666666666667,2.25,20.583333333333332,27,True,IN_SERVICE,1,1,1,0,6,16.0,0.0,7.6,clear,3,17,11,12.0,10.0,41.396994,2.1706323,"C/ BAILÉN, 100"
79,6.666666666666667,5.666666666666667,1.0,17.333333333333332,19,True,IN_SERVICE,1,1,1,0,5,7.0,0.0,0.0,cloudy,3,8,12,6.0,5.0,41.385503,2.1634768,PL. UNIVERSITAT
510,1.5,0.0,1.5,20.5,21,True,IN_SERVICE,1,1,1,0,4,13.0,0.0,6.0,clear,6,0,9,5.0,5.0,41.3989151,2.1564253,"C/ GRAN DE GRÀCIA, 37"
319,2.5833333333333335,0.0,2.5833333333333335,25.416666666666668,27,True,IN_SERVICE,1,1,1,0,7,24.0,0.0,5.4,cloudy,6,15,10,6.0,6.0,41.3937414,2.1455022,"C/ SAGUÉS, 1"
80,2.25,1.0,1.25,15.833333333333334,18,True,IN_SERVICE,1,1,1,0,7,27.0,3.5,5.4,rain,4,14,8,14.0,11.0,41.389668,2.1599078,"C/ ENRIC  GRANADOS, 35"
29,2.8333333333333335,0.5833333333333334,2.25,16.833333333333332,18,True,IN_SERVICE,1,1,1,0,6,20.0,0.0,7.6,cloudy,1,8,10,7.0,8.0,41.401061,2.169941,"C/ PROVENÇA, 388-390"
106,6.833333333333333,0.9166666666666666,5.916666666666667,11.166666666666666,14,True,IN_SERVICE,1,1,1,0,7,10.0,0.0,6.0,cloudy,0,22,11,7.0,4.0,41.4055198,2.1622548," PL  JOANIC - C / BRUNIQUER, 59"
118,20.083333333333332,17.0,3.0833333333333335,3.0,3,True,IN_SERVICE,1,1,1,0,1,5.0,0.0,7.6,clear,2,3,12,2.0,3.0,41.39212,2.1874966,"C/ PUJADES,  3"
229,8.083333333333334,0.3333333333333333,7.75,18.166666666666668,22,True,IN_SERVICE,1,1,1,0,14,14.0,0.0,7.6,clear,5,0,11,15.0,2.0,41.4050968,2.1569161,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)"
226,1.4166666666666667,0.5,0.9166666666666666,23.833333333333332,25,True,IN_SERVICE,1,1,1,0,2,8.0,,1.8,cloudy,1,11,12,2.0,3.0,41.4035608,2.1609345,"C/ MONTMANY, 1"
188,22.916666666666668,0.0,22.916666666666668,4.083333333333333,5,True,IN_SERVICE,1,1,1,0,1,18.0,0.0,7.6,clear,1,1,9,4.0,4.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
118,19.583333333333332,19.25,0.3333333333333333,7.416666666666667,10,True,IN_SERVICE,1,1,1,0,6,25.0,0.0,2.0,clear,0,7,8,4.0,5.0,41.39212,2.1874966,"C/ PUJADES,  3"
83,8.833333333333334,5.75,3.0833333333333335,11.916666666666666,18,True,IN_SERVICE,1,1,1,0,11,13.0,0.0,13.0,cloudy,5,21,1,9.0,3.0,41.3821658,2.1520645,"C/ CALABRIA, 158"
83,11.692307692307692,5.0,6.6923076923076925,10.307692307692308,11,True,IN_SERVICE,1,1,1,0,1,5.0,0.0,5.4,clear,2,4,12,2.0,3.0,41.3821658,2.1520645,"C/ CALABRIA, 158"
65,9.833333333333334,6.083333333333333,3.75,8.083333333333334,13,True,IN_SERVICE,1,1,1,0,10,27.0,0.0,9.4,cloudy,5,18,9,4.0,7.0,41.387696,2.1696543,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)"
65,14.166666666666666,4.25,9.916666666666666,3.1666666666666665,4,True,IN_SERVICE,1,1,1,0,6,13.0,0.0,14.8,cloudy,6,11,1,2.0,4.0,41.387696,2.1696543,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)"
220,0.9166666666666666,0.0833333333333333,0.8333333333333334,23.166666666666668,24,True,IN_SERVICE,1,1,1,0,6,30.0,0.0,7.6,cloudy,6,10,8,11.0,5.0,41.3960982,2.1513154,"C/ TUSET, 19"
371,34.666666666666664,10.0,24.666666666666668,1.3333333333333333,2,True,IN_SERVICE,1,1,1,0,1,17.0,0.0,0.0,clear,3,0,10,0.0,1.0,41.4040525,2.181199,"C/ DELS ENAMORATS, 49"
319,4.583333333333333,0.0,4.583333333333333,24.333333333333332,27,True,IN_SERVICE,1,1,1,0,7,15.0,0.0,3.6,cloudy,6,10,10,0.0,1.0,41.3937414,2.1455022,"C/ SAGUÉS, 1"
510,2.0833333333333335,0.3333333333333333,1.75,23.666666666666668,24,True,IN_SERVICE,1,1,1,0,3,5.0,0.0,5.4,cloudy,4,2,1,2.0,3.0,41.3989151,2.1564253,"C/ GRAN DE GRÀCIA, 37"
165,10.166666666666666,7.083333333333333,3.0833333333333335,13.583333333333334,20,True,IN_SERVICE,1,1,1,0,10,22.0,0.0,7.6,clear,5,18,9,10.0,4.0,41.3992169,2.2041415,"C/ DEL DOCTOR TRUETA, 222"
76,3.6666666666666665,1.4166666666666667,2.25,27.916666666666668,32,True,IN_SERVICE,1,1,1,0,10,27.0,,20.5,clear,3,15,8,7.0,3.0,41.3917666,2.1532163,"C/ CÒRSEGA, 216"
188,1.75,1.4166666666666667,0.3333333333333333,25.25,27,True,IN_SERVICE,1,1,1,0,6,12.0,0.0,11.2,cloudy,3,12,1,4.0,6.0,41.3756948,2.1358571,PG. SANT ANTONI /PL. SANTS
72,14.090909090909092,8.0,6.090909090909091,11.909090909090908,12,True,IN_SERVICE,1,1,1,0,1,24.0,0.0,1.8,cloudy,4,3,8,0.0,1.0,41.3927771,2.1586273,"C/ PROVENÇA, 215"
395,12.5,11.416666666666666,1.0833333333333333,17.333333333333332,20,True,IN_SERVICE,1,1,1,0,8,28.0,0.0,1.8,cloudy,2,20,8,3.0,2.0,41.3860607,2.1702467,"PL. CATALUNYA, 22"
362,1.8333333333333333,0.0,1.8333333333333333,28.0,28,True,IN_SERVICE,1,1,1,1,3,7.0,0.0,5.4,cloudy,2,4,1,1.0,1.0,41.396994,2.1706323,"C/ BAILÉN, 100"
359,1.4166666666666667,1.0,0.4166666666666667,23.583333333333332,24,True,IN_SERVICE,1,1,1,0,2,15.0,0.0,30.0,cloudy,2,10,11,10.0,5.0,41.3900544,2.1775594,"C/ MÉNDEZ NÚÑEZ, 16"
414,19.0,18.0,1.0,11.0,12,True,IN_SERVICE,1,1,1,0,2,14.0,0.0,5.4,cloudy,6,1,11,7.0,4.0,41.3937234,2.1764275,"C/ CASP, 67"
149,6.5,4.916666666666667,1.5833333333333333,20.5,24,True,IN_SERVICE,1,1,1,0,2,20.0,0.0,0.0,clear,0,20,9,6.0,5.0,41.3958685,2.192952,"C/ PUJADES, 57B"
371,11.833333333333334,9.25,2.5833333333333335,22.916666666666668,29,True,IN_SERVICE,1,1,1,0,10,25.0,0.0,9.4,clear,5,13,9,15.0,4.0,41.4040525,2.181199,"C/ DELS ENAMORATS, 49"
223,12.083333333333334,10.166666666666666,1.9166666666666667,20.75,31,True,IN_SERVICE,1,1,1,0,7,15.0,2.6,5.4,rain,5,12,10,4.0,9.0,41.3983444,2.1598243,"C/ DE BONAVISTA, 14"
222,4.083333333333333,1.0,3.0833333333333335,19.916666666666668,21,True,IN_SERVICE,1,1,1,0,2,22.0,0.0,1.8,cloudy,6,10,9,5.0,10.0,41.4013296,2.1574439,"C/ DEL CANÓ, 1"
395,17.0,9.0,8.0,15.0,15,True,IN_SERVICE,1,1,1,0,1,11.0,,5.4,rain,3,17,12,2.0,12.0,41.3860607,2.1702467,"PL. CATALUNYA, 22"
94,9.25,7.416666666666667,1.8333333333333333,33.416666666666664,37,True,IN_SERVICE,1,1,1,1,8,18.0,0.6,16.6,rain,0,11,1,3.0,10.0,41.3757914,2.1499102,"GRAN  VIA DE LES CORTS CATALANES, 375-385"
73,4.5,2.4166666666666665,2.0833333333333335,14.25,17,True,IN_SERVICE,1,1,1,1,14,16.0,0.0,5.4,clear,2,14,12,5.0,9.0,41.392135,2.1563542,"C/ ENRIC GRANADOS, 93"
438,2.5,1.5,1.0,22.666666666666668,25,True,IN_SERVICE,1,1,1,0,8,11.0,0.0,20.5,clear,4,8,11,6.0,4.0,41.3981669,2.1754896,"C/ NÀPOLS, 183"
153,16.083333333333332,14.833333333333334,1.25,5.583333333333333,8,True,IN_SERVICE,1,1,1,0,8,20.0,0.0,1.8,cloudy,4,10,10,7.0,5.0,41.4018686,2.20077,"C/ PUJADES, 173/RBLA POBLE NOU"
112,10.083333333333334,5.0,5.083333333333333,8.916666666666666,10,True,IN_SERVICE,1,1,1,0,4,23.0,0.0,1.8,clear,4,21,8,4.0,4.0,41.3776721,2.157233,"C/ FLORIDABLANCA, 49"
220,3.5,0.1666666666666666,3.3333333333333335,20.333333333333332,24,True,IN_SERVICE,1,1,1,0,10,16.0,0.0,14.8,cloudy,3,14,1,12.0,6.0,41.3960982,2.1513154,"C/ TUSET, 19"
438,3.8181818181818183,2.5454545454545454,1.2727272727272727,20.90909090909091,23,True,IN_SERVICE,1,1,1,0,6,11.0,0.0,11.2,clear,4,22,1,8.0,9.0,41.3981669,2.1754896,"C/ NÀPOLS, 183"
65,1.0,0.0,1.0,19.0,19,True,IN_SERVICE,1,1,1,0,0,15.0,0.0,3.6,clear,2,21,11,4.0,2.0,41.387696,2.1696543,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)"
153,17.833333333333332,17.416666666666668,0.4166666666666667,4.083333333333333,6,True,IN_SERVICE,1,1,1,1,6,20.0,0.0,14.8,cloudy,1,20,10,5.0,10.0,41.4018686,2.20077,"C/ PUJADES, 173/RBLA POBLE NOU"
148,9.333333333333334,4.916666666666667,4.416666666666667,16.666666666666668,18,True,IN_SERVICE,1,1,1,1,2,9.0,0.0,1.8,clear,0,21,12,7.0,3.0,41.3783467,2.1633139,"RONDA SANT PAU, 79"
65,2.9166666666666665,1.5,1.4166666666666667,18.0,20,True,IN_SERVICE,1,1,1,0,4,7.0,0.1,14.8,rain,3,21,1,0.0,0.0,41.387696,2.1696543,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)"
52,12.75,2.4166666666666665,10.333333333333334,15.333333333333334,20,True,IN_SERVICE,1,1,1,0,3,18.0,0.0,7.6,cloudy,3,15,11,5.0,6.0,41.381708,2.177292,"PL. SANT MIQUEL, 4"
364,32.166666666666664,7.583333333333333,24.583333333333332,0.75,3,True,IN_SERVICE,1,1,1,0,2,25.0,0.0,7.6,clear,3,8,9,5.0,7.0,41.393062,2.1633226,"PG. DE GRÀCIA, 61"
68,7.916666666666667,6.5,1.4166666666666667,13.833333333333334,22,True,IN_SERVICE,1,1,1,0,2,12.0,0.0,9.4,clear,4,0,11,3.0,0.0,41.3953894,2.1572953,"RAMBLA CATALUNYA, 133 /  CÒRSEGA"
224,2.6666666666666665,0.3333333333333333,2.3333333333333335,21.833333333333332,23,True,IN_SERVICE,1,1,1,1,5,21.0,0.0,0.0,clear,2,10,10,7.0,12.0,41.3999967,2.1644531,"C / GIRONA, 176"
94,9.166666666666666,1.8333333333333333,7.333333333333333,34.666666666666664,39,True,IN_SERVICE,1,1,1,0,8,21.0,0.0,13.0,clear,4,16,9,6.0,7.0,41.3757914,2.1499102,"GRAN  VIA DE LES CORTS CATALANES, 375-385"
